CLAIM_NUMBER,POLICY,RISK_STATE,DATE_OF_LOSS,NOTICE_DATE,AMOUNT,DATE,COMPANY,TYPE,COVERAGE,ACCIDENT_STATE,ACCIDENT_COMMENTS,MONTH_YEAR,DAYS_TO_NOTICE,COMPANY_NORMALIZED
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,15000.0,2023-05-15,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2023-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,4000.0,2024-06-12,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-06-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,18489.95,2024-06-12,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-06-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,2500.0,2024-06-12,WORLD SPECIALTY INSURANCE CO,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-06-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,-3010.05,2024-06-12,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-06-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,-2500.0,2024-06-12,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-06-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,15989.95,2024-09-10,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-09-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,-18489.95,2024-09-17,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-09-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,-2500.0,2024-09-17,WORLD SPECIALTY INSURANCE CO,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-09-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,18489.95,2024-09-30,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-09-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,2500.0,2024-09-30,WORLD SPECIALTY INSURANCE CO,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-09-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210250,TLM51882466,CA,2023-05-12,2023-05-15,-15989.95,2024-11-05,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-11-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210251,XVI41422574,CA,2023-05-12,2023-05-15,2500.0,2023-05-15,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,IL,*CARGO* LOAD REJECTED,2023-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210251,XVI41422574,CA,2023-05-12,2023-05-15,15000.0,2023-05-15,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,IL,*CARGO* LOAD REJECTED,2023-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210251,XVI41422574,CA,2023-05-12,2023-05-15,-15000.0,2023-11-14,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,IL,*CARGO* LOAD REJECTED,2023-11-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210251,XVI41422574,CA,2023-05-12,2023-05-15,-2500.0,2023-11-14,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,IL,*CARGO* LOAD REJECTED,2023-11-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210252,PKL44775734,CA,2023-05-12,2023-05-15,2500.0,2023-05-15,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,GA,*CARGO* IV HIT PARKED OV,2023-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210252,PKL44775734,CA,2023-05-12,2023-05-15,15000.0,2023-05-15,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,GA,*CARGO* IV HIT PARKED OV,2023-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210252,PKL44775734,CA,2023-05-12,2023-05-15,-15000.0,2023-05-19,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,GA,*CARGO* IV HIT PARKED OV,2023-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210252,PKL44775734,CA,2023-05-12,2023-05-15,-2500.0,2023-05-19,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,GA,*CARGO* IV HIT PARKED OV,2023-05-01,3,WORLD SPECIALTY INSURANCE CO
ZLM2210253,WXE91295752,TX,2023-04-22,2023-05-16,2500.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,TX,*CARGO* LOAD STOLEN,2023-05-01,24,WORLD SPECIALTY INSURANCE CO
ZLM2210253,WXE91295752,TX,2023-04-22,2023-05-16,15000.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* LOAD STOLEN,2023-05-01,24,WORLD SPECIALTY INSURANCE CO
ZLM2210253,WXE91295752,TX,2023-04-22,2023-05-16,-2500.0,2023-08-08,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,TX,*CARGO* LOAD STOLEN,2023-08-01,24,WORLD SPECIALTY INSURANCE CO
ZLM2210253,WXE91295752,TX,2023-04-22,2023-05-16,-15000.0,2023-08-08,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* LOAD STOLEN,2023-08-01,24,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,2500.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2023-05-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,15000.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2023-05-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,265.0,2024-01-17,WORLD SPECIALTY INSURANCE CO,EXPENSE-PAID,357-Adjusting Expenses,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-01-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,2500.0,2024-02-20,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,10000.0,2024-02-20,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,15000.0,2024-02-20,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,32841.33,2024-02-21,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,552-INDIA MARINE - TRAILER INTERCHANGE,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,-15000.0,2024-02-21,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,-4658.67,2024-02-21,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,-8116.25,2024-02-21,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,553-INDIA MARINE - DEBRIS REMOVAL,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,-2500.0,2024-02-21,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,20000.0,2024-02-21,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,-20000.0,2024-02-21,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,-2235.0,2024-02-21,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,20000.0,2024-02-21,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,2500.0,2024-02-21,WORLD SPECIALTY INSURANCE CO,DED-RECV,552-INDIA MARINE - TRAILER INTERCHANGE,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210254,CMY45403516,OH,2023-05-16,2023-05-17,1883.75,2024-02-21,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,MO,*CARGO* IV LOST CONTROL & ROLLED OVER,2024-02-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210255,HGF37015006,IL,2023-04-13,2023-05-17,2500.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,WI,*CARGO* LOAD DAMAGED IN TRANSIT,2023-05-01,34,WORLD SPECIALTY INSURANCE CO
ZLM2210255,HGF37015006,IL,2023-04-13,2023-05-17,15000.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,WI,*CARGO* LOAD DAMAGED IN TRANSIT,2023-05-01,34,WORLD SPECIALTY INSURANCE CO
ZLM2210255,HGF37015006,IL,2023-04-13,2023-05-17,-2500.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,WI,*CARGO* LOAD DAMAGED IN TRANSIT,2023-05-01,34,WORLD SPECIALTY INSURANCE CO
ZLM2210255,HGF37015006,IL,2023-04-13,2023-05-17,-15000.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,WI,*CARGO* LOAD DAMAGED IN TRANSIT,2023-05-01,34,WORLD SPECIALTY INSURANCE CO
ZLM2210256,NJK43120919,IN,2023-05-12,2023-05-17,2500.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,PA,*CARGO* LOAD DAMAGED,2023-05-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210256,NJK43120919,IN,2023-05-12,2023-05-17,15000.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,PA,*CARGO* LOAD DAMAGED,2023-05-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210256,NJK43120919,IN,2023-05-12,2023-05-17,-2500.0,2023-08-25,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,PA,*CARGO* LOAD DAMAGED,2023-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210256,NJK43120919,IN,2023-05-12,2023-05-17,8468.12,2023-08-25,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,PA,*CARGO* LOAD DAMAGED,2023-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210256,NJK43120919,IN,2023-05-12,2023-05-17,2500.0,2023-08-25,WORLD SPECIALTY INSURANCE CO,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,PA,*CARGO* LOAD DAMAGED,2023-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210256,NJK43120919,IN,2023-05-12,2023-05-17,-9031.88,2023-08-25,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,PA,*CARGO* LOAD DAMAGED,2023-08-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,15000.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-05-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,2500.0,2023-05-17,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-05-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,10000.0,2023-05-25,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-05-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,10000.0,2023-05-25,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-05-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,265.0,2023-06-27,WORLD SPECIALTY INSURANCE CO,EXPENSE-PAID,357-Adjusting Expenses,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-06-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,-2235.0,2023-06-27,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-06-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,29350.0,2023-08-09,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-08-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,35050.0,2023-11-10,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-11-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,2500.0,2023-11-10,WORLD SPECIALTY INSURANCE CO,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-11-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,-11800.0,2023-11-10,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-11-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,550.0,2023-11-20,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-11-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210257,QGD41266953,PA,2023-05-16,2023-05-17,550.0,2023-11-20,WORLD SPECIALTY INSURANCE CO,EXPENSE-PAID,357-Adjusting Expenses,NJ,*CARGO* IV ROLLED OVER WHILE TURNING RIGHT,2023-11-01,1,WORLD SPECIALTY INSURANCE CO
ZLM2210258,FBH10108606,IL,2022-02-24,2023-05-18,2500.0,2023-05-19,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,IL,*CARGO* IV INVOLVED IN ACCIDENT,2023-05-01,448,WORLD SPECIALTY INSURANCE CO
ZLM2210258,FBH10108606,IL,2022-02-24,2023-05-18,15000.0,2023-05-19,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,IL,*CARGO* IV INVOLVED IN ACCIDENT,2023-05-01,448,WORLD SPECIALTY INSURANCE CO
ZLM2210258,FBH10108606,IL,2022-02-24,2023-05-18,-2500.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,IL,*CARGO* IV INVOLVED IN ACCIDENT,2023-05-01,448,WORLD SPECIALTY INSURANCE CO
ZLM2210258,FBH10108606,IL,2022-02-24,2023-05-18,-15000.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,IL,*CARGO* IV INVOLVED IN ACCIDENT,2023-05-01,448,WORLD SPECIALTY INSURANCE CO
ZLM2210259,HJP32756227,IL,2023-04-06,2023-05-19,2500.0,2023-05-19,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,0,*CARGO* BROKER LOADED REEFER & DRY FREIGHT TOGETHER,2023-05-01,43,WORLD SPECIALTY INSURANCE CO
ZLM2210259,HJP32756227,IL,2023-04-06,2023-05-19,15000.0,2023-05-19,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,*CARGO* BROKER LOADED REEFER & DRY FREIGHT TOGETHER,2023-05-01,43,WORLD SPECIALTY INSURANCE CO
ZLM2210259,HJP32756227,IL,2023-04-06,2023-05-19,-2500.0,2023-07-10,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,0,*CARGO* BROKER LOADED REEFER & DRY FREIGHT TOGETHER,2023-07-01,43,WORLD SPECIALTY INSURANCE CO
ZLM2210259,HJP32756227,IL,2023-04-06,2023-05-19,-15000.0,2023-07-10,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,0,*CARGO* BROKER LOADED REEFER & DRY FREIGHT TOGETHER,2023-07-01,43,WORLD SPECIALTY INSURANCE CO
ZLM2210260,HVS59849496,IL,2023-04-21,2023-05-19,2500.0,2023-05-19,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,LA,*CARGO* LOAD REJECTED DUE TO TEMP CHANGE,2023-05-01,28,WORLD SPECIALTY INSURANCE CO
ZLM2210260,HVS59849496,IL,2023-04-21,2023-05-19,15000.0,2023-05-19,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,LA,*CARGO* LOAD REJECTED DUE TO TEMP CHANGE,2023-05-01,28,WORLD SPECIALTY INSURANCE CO
ZLM2210260,HVS59849496,IL,2023-04-21,2023-05-19,-15000.0,2023-10-26,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,LA,*CARGO* LOAD REJECTED DUE TO TEMP CHANGE,2023-10-01,28,WORLD SPECIALTY INSURANCE CO
ZLM2210260,HVS59849496,IL,2023-04-21,2023-05-19,-2500.0,2023-10-26,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,LA,*CARGO* LOAD REJECTED DUE TO TEMP CHANGE,2023-10-01,28,WORLD SPECIALTY INSURANCE CO
ZLM2210261,TLK13129007,OH,2023-05-14,2023-05-19,2500.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,TX,*CARGO* IV JACK KNIFED,2023-05-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210261,TLK13129007,OH,2023-05-14,2023-05-19,15000.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV JACK KNIFED,2023-05-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210261,TLK13129007,OH,2023-05-14,2023-05-19,-2500.0,2023-05-25,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,TX,*CARGO* IV JACK KNIFED,2023-05-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210261,TLK13129007,OH,2023-05-14,2023-05-19,-15000.0,2023-05-25,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV JACK KNIFED,2023-05-01,5,WORLD SPECIALTY INSURANCE CO
ZLM2210262,LJF80010278,TX,2023-04-27,2023-05-22,2500.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,OK,*CARGO* IV HIT SOMETHING ON ROAD & CAUGHT FIRE,2023-05-01,25,WORLD SPECIALTY INSURANCE CO
ZLM2210262,LJF80010278,TX,2023-04-27,2023-05-22,15000.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,OK,*CARGO* IV HIT SOMETHING ON ROAD & CAUGHT FIRE,2023-05-01,25,WORLD SPECIALTY INSURANCE CO
ZLM2210262,LJF80010278,TX,2023-04-27,2023-05-22,10000.0,2023-05-31,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,OK,*CARGO* IV HIT SOMETHING ON ROAD & CAUGHT FIRE,2023-05-01,25,WORLD SPECIALTY INSURANCE CO
ZLM2210262,LJF80010278,TX,2023-04-27,2023-05-22,2500.0,2023-05-31,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,OK,*CARGO* IV HIT SOMETHING ON ROAD & CAUGHT FIRE,2023-05-01,25,WORLD SPECIALTY INSURANCE CO
ZLM2210262,LJF80010278,TX,2023-04-27,2023-05-22,10000.0,2024-04-09,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,OK,*CARGO* IV HIT SOMETHING ON ROAD & CAUGHT FIRE,2024-04-01,25,WORLD SPECIALTY INSURANCE CO
ZLM2210262,LJF80010278,TX,2023-04-27,2023-05-22,1400.0,2024-04-09,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,OK,*CARGO* IV HIT SOMETHING ON ROAD & CAUGHT FIRE,2024-04-01,25,WORLD SPECIALTY INSURANCE CO
ZLM2210262,LJF80010278,TX,2023-04-27,2023-05-22,-1100.0,2024-04-09,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,OK,*CARGO* IV HIT SOMETHING ON ROAD & CAUGHT FIRE,2024-04-01,25,WORLD SPECIALTY INSURANCE CO
ZLM2210262,LJF80010278,TX,2023-04-27,2023-05-22,-15000.0,2024-06-24,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,OK,*CARGO* IV HIT SOMETHING ON ROAD & CAUGHT FIRE,2024-06-01,25,WORLD SPECIALTY INSURANCE CO
ZLM2210262,LJF80010278,TX,2023-04-27,2023-05-22,-2500.0,2024-06-24,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,OK,*CARGO* IV HIT SOMETHING ON ROAD & CAUGHT FIRE,2024-06-01,25,WORLD SPECIALTY INSURANCE CO
ZLM2210263,UEG34966396,TN,2023-05-18,2023-05-22,2500.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,FL,*CARGO* IV CAUGHT FIRE,2023-05-01,4,WORLD SPECIALTY INSURANCE CO
ZLM2210263,UEG34966396,TN,2023-05-18,2023-05-22,15000.0,2023-05-22,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,FL,*CARGO* IV CAUGHT FIRE,2023-05-01,4,WORLD SPECIALTY INSURANCE CO
