DATE,AMOUNT,COMPANY,ACCIDENT_STATE,CLAIM_ID,POLICY,TYPE,COVERAGE,DAYS_TO_NOTICE,MONTH_YEAR,COMPANY_NORMALIZED
2024-03-20,2500.0,WORLD SPECIALTY INSURANCE CO,CT,ZLM2210680,ARX64152272,START-EXP-RSV,357-Adjusting Expenses,96,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-20,15000.0,WORLD SPECIALTY INSURANCE CO,CT,ZLM2210680,ARX64152272,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,96,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-21,2500.0,WORLD SPECIALTY INSURANCE CO,TN,ZLM2210681,APR81556066,START-EXP-RSV,357-Adjusting Expenses,0,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-21,15000.0,WORLD SPECIALTY INSURANCE CO,TN,ZLM2210681,APR81556066,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2024-03,WORLD SPECIALTY INSURANCE CO
2024-04-01,10000.0,WORLD SPECIALTY INSURANCE CO,TN,ZLM2210681,APR81556066,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-01,2500.0,WORLD SPECIALTY INSURANCE CO,TN,ZLM2210681,APR81556066,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-25,2500.0,WORLD SPECIALTY INSURANCE CO,TN,ZLM2210681,APR81556066,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-25,8367.0,WORLD SPECIALTY INSURANCE CO,TN,ZLM2210681,APR81556066,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,0,2024-04,WORLD SPECIALTY INSURANCE CO
2024-05-20,451.39,WORLD SPECIALTY INSURANCE CO,TN,ZLM2210681,APR81556066,EXPENSE-PAID,357-Adjusting Expenses,0,2024-05,WORLD SPECIALTY INSURANCE CO
2024-09-13,3879.12,WORLD SPECIALTY INSURANCE CO,TN,ZLM2210681,APR81556066,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,0,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-13,2500.0,WORLD SPECIALTY INSURANCE CO,TN,ZLM2210681,APR81556066,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,0,2024-09,WORLD SPECIALTY INSURANCE CO
2024-03-21,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210682,KOA63796442,START-EXP-RSV,357-Adjusting Expenses,313,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-21,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210682,KOA63796442,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,313,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-29,2500.0,WORLD SPECIALTY INSURANCE CO,CO,ZLM2210683,WEX71386258,START-EXP-RSV,357-Adjusting Expenses,541,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-29,15000.0,WORLD SPECIALTY INSURANCE CO,CO,ZLM2210683,WEX71386258,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,541,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-29,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210684,SEA29398978,START-EXP-RSV,357-Adjusting Expenses,232,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-29,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210684,SEA29398978,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,232,2024-03,WORLD SPECIALTY INSURANCE CO
2024-04-02,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210685,YWD82545321,START-EXP-RSV,357-Adjusting Expenses,28,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-02,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210685,YWD82545321,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,28,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-02,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210686,UYE83220910,START-EXP-RSV,357-Adjusting Expenses,169,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-02,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210686,UYE83220910,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,169,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-03,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210687,OYY41373185,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,196,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-03,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210687,OYY41373185,START-EXP-RSV,357-Adjusting Expenses,196,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-04,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210688,JKD28341370,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,50,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-04,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210688,JKD28341370,START-EXP-RSV,357-Adjusting Expenses,50,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-08,15000.0,WORLD SPECIALTY INSURANCE CO,OR,ZLM2210689,QYS80896445,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,367,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-08,2500.0,WORLD SPECIALTY INSURANCE CO,OR,ZLM2210689,QYS80896445,START-EXP-RSV,357-Adjusting Expenses,367,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-09,15000.0,WORLD SPECIALTY INSURANCE CO,VA,ZLM2210690,JVB86920088,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,20,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-09,2500.0,WORLD SPECIALTY INSURANCE CO,VA,ZLM2210690,JVB86920088,START-EXP-RSV,357-Adjusting Expenses,20,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-10,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210691,BGO14266799,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,238,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-10,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210691,BGO14266799,START-EXP-RSV,357-Adjusting Expenses,238,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-10,15000.0,WORLD SPECIALTY INSURANCE CO,NY,ZLM2210692,SDE93755940,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,26,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-10,2500.0,WORLD SPECIALTY INSURANCE CO,NY,ZLM2210692,SDE93755940,START-EXP-RSV,357-Adjusting Expenses,26,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-11,2500.0,WORLD SPECIALTY INSURANCE CO,NY,ZLM2210693,RMI53979974,START-EXP-RSV,357-Adjusting Expenses,30,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-11,15000.0,WORLD SPECIALTY INSURANCE CO,NY,ZLM2210693,RMI53979974,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,30,2024-04,WORLD SPECIALTY INSURANCE CO
2024-05-09,6756.95,WORLD SPECIALTY INSURANCE CO,NY,ZLM2210693,RMI53979974,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,30,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-09,2500.0,WORLD SPECIALTY INSURANCE CO,NY,ZLM2210693,RMI53979974,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,30,2024-05,WORLD SPECIALTY INSURANCE CO
2024-04-11,2500.0,WORLD SPECIALTY INSURANCE CO,OH,ZLM2210694,ARX64152272,START-EXP-RSV,357-Adjusting Expenses,40,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-11,15000.0,WORLD SPECIALTY INSURANCE CO,OH,ZLM2210694,ARX64152272,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,40,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-15,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210695,VFT15817877,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,46,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-15,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210695,VFT15817877,START-EXP-RSV,357-Adjusting Expenses,46,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-16,2500.0,WORLD SPECIALTY INSURANCE CO,NJ,ZLM2210696,JER22628187,START-EXP-RSV,357-Adjusting Expenses,238,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-16,15000.0,WORLD SPECIALTY INSURANCE CO,NJ,ZLM2210696,JER22628187,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,238,2024-04,WORLD SPECIALTY INSURANCE CO
2024-08-28,19459.98,WORLD SPECIALTY INSURANCE CO,NJ,ZLM2210696,JER22628187,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,238,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-28,2500.0,WORLD SPECIALTY INSURANCE CO,NJ,ZLM2210696,JER22628187,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,238,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-28,4459.98,WORLD SPECIALTY INSURANCE CO,NJ,ZLM2210696,JER22628187,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,238,2024-08,WORLD SPECIALTY INSURANCE CO
2024-04-16,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210697,KYY17401430,START-EXP-RSV,357-Adjusting Expenses,332,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-16,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210697,KYY17401430,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,332,2024-04,WORLD SPECIALTY INSURANCE CO
2024-09-30,185.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210697,KYY17401430,EXPENSE-PAID,357-Adjusting Expenses,332,2024-09,WORLD SPECIALTY INSURANCE CO
2024-09-30,185.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210697,KYY17401430,RSV-EXP-CHG,357-Adjusting Expenses,332,2024-09,WORLD SPECIALTY INSURANCE CO
2024-04-18,15000.0,WORLD SPECIALTY INSURANCE CO,VA,ZLM2210698,OYY41373185,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,239,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-18,2500.0,WORLD SPECIALTY INSURANCE CO,VA,ZLM2210698,OYY41373185,START-EXP-RSV,357-Adjusting Expenses,239,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-18,15000.0,WORLD SPECIALTY INSURANCE CO,VA,ZLM2210699,OYY41373185,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,240,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-18,2500.0,WORLD SPECIALTY INSURANCE CO,VA,ZLM2210699,OYY41373185,START-EXP-RSV,357-Adjusting Expenses,240,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-19,15000.0,WORLD SPECIALTY INSURANCE CO,RI,ZLM2210700,DNU98793522,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,125,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-19,2500.0,WORLD SPECIALTY INSURANCE CO,RI,ZLM2210700,DNU98793522,START-EXP-RSV,357-Adjusting Expenses,125,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,15000.0,WORLD SPECIALTY INSURANCE CO,IL,ZLM2210701,XKV39677277,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,154,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-24,2500.0,WORLD SPECIALTY INSURANCE CO,IL,ZLM2210701,XKV39677277,START-EXP-RSV,357-Adjusting Expenses,154,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-25,2500.0,WORLD SPECIALTY INSURANCE CO,SC,ZLM2210702,HMJ35683101,START-EXP-RSV,357-Adjusting Expenses,227,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-25,15000.0,WORLD SPECIALTY INSURANCE CO,SC,ZLM2210702,HMJ35683101,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,227,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-30,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210703,PSI18053018,START-EXP-RSV,357-Adjusting Expenses,377,2024-04,WORLD SPECIALTY INSURANCE CO
2024-04-30,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210703,PSI18053018,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,377,2024-04,WORLD SPECIALTY INSURANCE CO
2024-05-10,185.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210703,PSI18053018,EXPENSE-PAID,357-Adjusting Expenses,377,2024-05,WORLD SPECIALTY INSURANCE CO
2024-06-05,10000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210703,PSI18053018,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,377,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-11,7500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210703,PSI18053018,RSV-LOSS-CHG,552-INDIA MARINE - TRAILER INTERCHANGE,377,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-24,19525.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210703,PSI18053018,INDEMNITY-PAID,552-INDIA MARINE - TRAILER INTERCHANGE,377,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-24,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210703,PSI18053018,DED-RECV,552-INDIA MARINE - TRAILER INTERCHANGE,377,2024-06,WORLD SPECIALTY INSURANCE CO
2024-07-03,550.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210703,PSI18053018,EXPENSE-PAID,357-Adjusting Expenses,377,2024-07,WORLD SPECIALTY INSURANCE CO
2024-05-02,2500.0,WORLD SPECIALTY INSURANCE CO,PA,ZLM2210704,TQT46313170,START-EXP-RSV,357-Adjusting Expenses,73,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-02,15000.0,WORLD SPECIALTY INSURANCE CO,PA,ZLM2210704,TQT46313170,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,73,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-07,2500.0,WORLD SPECIALTY INSURANCE CO,KS,ZLM2210705,DNU98793522,START-EXP-RSV,357-Adjusting Expenses,180,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-07,15000.0,WORLD SPECIALTY INSURANCE CO,KS,ZLM2210705,DNU98793522,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,180,2024-05,WORLD SPECIALTY INSURANCE CO
2024-06-17,13421.48,WORLD SPECIALTY INSURANCE CO,KS,ZLM2210705,DNU98793522,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,180,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-17,2500.0,WORLD SPECIALTY INSURANCE CO,KS,ZLM2210705,DNU98793522,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,180,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-17,1900.0,WORLD SPECIALTY INSURANCE CO,KS,ZLM2210705,DNU98793522,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,180,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-17,2500.0,WORLD SPECIALTY INSURANCE CO,KS,ZLM2210705,DNU98793522,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,180,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-19,10000.0,WORLD SPECIALTY INSURANCE CO,KS,ZLM2210705,DNU98793522,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,180,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-19,600.0,WORLD SPECIALTY INSURANCE CO,KS,ZLM2210705,DNU98793522,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,180,2024-06,WORLD SPECIALTY INSURANCE CO
2024-05-08,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210706,XEC78889444,START-EXP-RSV,357-Adjusting Expenses,471,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-08,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210706,XEC78889444,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,471,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-09,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210707,QYS80896445,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,400,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-09,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210707,QYS80896445,START-EXP-RSV,357-Adjusting Expenses,400,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-16,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210708,JKD28341370,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,278,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-16,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210708,JKD28341370,START-EXP-RSV,357-Adjusting Expenses,278,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-24,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210709,XIY94626757,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,140,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-24,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210709,XIY94626757,START-EXP-RSV,357-Adjusting Expenses,140,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-29,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210710,MOW43596110,START-EXP-RSV,357-Adjusting Expenses,361,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-29,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210710,MOW43596110,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,361,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-30,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210711,QYS80896445,START-EXP-RSV,357-Adjusting Expenses,447,2024-05,WORLD SPECIALTY INSURANCE CO
2024-05-30,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210711,QYS80896445,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,447,2024-05,WORLD SPECIALTY INSURANCE CO
2024-06-04,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210712,QYS80896445,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,425,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-04,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210712,QYS80896445,START-EXP-RSV,357-Adjusting Expenses,425,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-13,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210713,UUQ53183669,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,211,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-13,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210713,UUQ53183669,START-EXP-RSV,357-Adjusting Expenses,211,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-20,15000.0,WORLD SPECIALTY INSURANCE CO,OH,ZLM2210714,XEC78889444,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,535,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-20,2500.0,WORLD SPECIALTY INSURANCE CO,OH,ZLM2210714,XEC78889444,START-EXP-RSV,357-Adjusting Expenses,535,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-20,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210715,AWB56251644,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,432,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-20,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210715,AWB56251644,START-EXP-RSV,357-Adjusting Expenses,432,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-28,15000.0,WORLD SPECIALTY INSURANCE CO,MN,ZLM2210716,ZIW42223194,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,326,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-28,2500.0,WORLD SPECIALTY INSURANCE CO,MN,ZLM2210716,ZIW42223194,START-EXP-RSV,357-Adjusting Expenses,326,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-28,2500.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210717,XJK26194506,START-EXP-RSV,357-Adjusting Expenses,571,2024-06,WORLD SPECIALTY INSURANCE CO
2024-06-28,15000.0,WORLD SPECIALTY INSURANCE CO,TX,ZLM2210717,XJK26194506,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,571,2024-06,WORLD SPECIALTY INSURANCE CO
2024-07-10,2500.0,WORLD SPECIALTY INSURANCE CO,IL,ZLM2210718,XVI41422574,START-EXP-RSV,357-Adjusting Expenses,253,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-10,15000.0,WORLD SPECIALTY INSURANCE CO,IL,ZLM2210718,XVI41422574,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,253,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-18,2500.0,WORLD SPECIALTY INSURANCE CO,AZ,ZLM2210719,MNQ67300478,START-EXP-RSV,357-Adjusting Expenses,246,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-18,15000.0,WORLD SPECIALTY INSURANCE CO,AZ,ZLM2210719,MNQ67300478,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,246,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-18,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210720,MNQ67300478,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,253,2024-07,WORLD SPECIALTY INSURANCE CO
2024-07-18,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210720,MNQ67300478,START-EXP-RSV,357-Adjusting Expenses,253,2024-07,WORLD SPECIALTY INSURANCE CO
2024-08-01,2500.0,WORLD SPECIALTY INSURANCE CO,NM,ZLM2210721,JVB86920088,START-EXP-RSV,357-Adjusting Expenses,136,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-01,15000.0,WORLD SPECIALTY INSURANCE CO,NM,ZLM2210721,JVB86920088,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,136,2024-08,WORLD SPECIALTY INSURANCE CO
2024-10-31,10000.0,WORLD SPECIALTY INSURANCE CO,NM,ZLM2210721,JVB86920088,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,136,2024-10,WORLD SPECIALTY INSURANCE CO
2024-11-04,10000.0,WORLD SPECIALTY INSURANCE CO,NM,ZLM2210721,JVB86920088,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,136,2024-11,WORLD SPECIALTY INSURANCE CO
2024-12-20,2500.0,WORLD SPECIALTY INSURANCE CO,NM,ZLM2210721,JVB86920088,DED-RECV,553-INDIA MARINE - DEBRIS REMOVAL,136,2024-12,WORLD SPECIALTY INSURANCE CO
2024-08-22,2500.0,WORLD SPECIALTY INSURANCE CO,SC,ZLM2210722,HRQ77721453,START-EXP-RSV,357-Adjusting Expenses,235,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-22,15000.0,WORLD SPECIALTY INSURANCE CO,SC,ZLM2210722,HRQ77721453,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,235,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-22,15000.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210723,MPN41166471,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,160,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-22,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210723,MPN41166471,START-EXP-RSV,357-Adjusting Expenses,160,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-29,7500.0,WORLD SPECIALTY INSURANCE CO,FL,ZLM2210724,SFT21652369,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,388,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-29,2500.0,WORLD SPECIALTY INSURANCE CO,FL,ZLM2210724,SFT21652369,START-EXP-RSV,357-Adjusting Expenses,388,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-29,7500.0,WORLD SPECIALTY INSURANCE CO,NC,ZLM2210725,SFT21652369,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,418,2024-08,WORLD SPECIALTY INSURANCE CO
2024-08-29,2500.0,WORLD SPECIALTY INSURANCE CO,NC,ZLM2210725,SFT21652369,START-EXP-RSV,357-Adjusting Expenses,418,2024-08,WORLD SPECIALTY INSURANCE CO
2024-10-17,7500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210726,PTD75230295,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,454,2024-10,WORLD SPECIALTY INSURANCE CO
2024-10-17,2500.0,WORLD SPECIALTY INSURANCE CO,CA,ZLM2210726,PTD75230295,START-EXP-RSV,357-Adjusting Expenses,454,2024-10,WORLD SPECIALTY INSURANCE CO
2023-06-14,5000.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910001,KVW56161407,START-EXP-RSV,357-Adjusting Expenses,3,2023-06,WORLD SPECIALTY INSURANCE CO
2023-06-14,15000.0,WORLD SPECIALTY INSURANCE COMPANY,TX,ZLM9910001,KVW56161407,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,3,2023-06,WORLD SPECIALTY INSURANCE CO
2024-03-22,2083.56,WORLD SPECIALTY INSURANCE COMPANY,NE,ZLM9910002,BZE59429064,EXPENSE-PAID,357-Adjusting Expenses,2,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-22,2083.56,WORLD SPECIALTY INSURANCE COMPANY,NE,ZLM9910002,BZE59429064,RSV-EXP-CHG,357-Adjusting Expenses,2,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-21,2500.0,WORLD SPECIALTY INSURANCE COMPANY,NE,ZLM9910002,BZE59429064,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,2,2024-03,WORLD SPECIALTY INSURANCE CO
2024-03-21,11906.08,WORLD SPECIALTY INSURANCE COMPANY,NE,ZLM9910002,BZE59429064,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,2,2024-03,WORLD SPECIALTY INSURANCE CO
2023-08-18,2500.0,WORLD SPECIALTY INSURANCE COMPANY,NE,ZLM9910002,BZE59429064,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,2,2023-08,WORLD SPECIALTY INSURANCE CO
